ID,土地面積,移轉層次,總樓層數,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積,站點數,高度壞地標數,中度壞地標數,輕度壞地標數,bad_score,公園圖書館,金融機構數,學生教職員總人數,縣市_鄉鎮市區,web單價元坪_mean_2018_2020,web單價元坪_min_2018_2020,web總價元_min_2018_2020,總面積,頂樓,電梯,縣市,路名,使用分區,主要用途,主要建材,region,直轄市,建物型態2
TR-37,0.53038315868061,6,7,4.916666666666667,-0.7647790267258012,-0.1535155213388694,1.0,177456,2553464,-0.7311327709966622,-1.0602172942826933,-0.4384519028208025,47.0,,,,,,,3734.0,4,150656.3693691372,59824.88163,600000,-1.978511842347364,0,1,台南市,富林路,None,集合住宅,其他,南部,others,華廈
TR-38,-0.4372801480420079,8,14,3.25,-0.6062064758198165,0.6652301572410093,1.0,293208,2773561,-0.9062424889434376,-0.765021552518751,0.3366056272926947,482.0,0.0,0.0,2.0,2.2,2.0,1.0,12411.0,7,265587.85898768395,147510.96138,1900000,-0.7059978710975582,0,1,新北市,登林路,None,集合住宅,其他,北部,municipality,住宅大樓
TR-39,0.1114781730567064,7,8,27.416666666666668,0.1975725050405916,0.2342300736112242,1.0,275598,2761637,0.7302837119000146,0.1939380247722059,-0.0882881702075419,121.0,,,,,,2.0,17127.0,6,199884.98922961007,0.0,66000,0.6257406034240217,0,1,桃園市,永福路,None,住家用,其他,北部,municipality,華廈
TR-40,0.1021291174395121,5,5,41.91666666666666,-0.8664722930676826,-0.8193256863726953,0.0,306100,2771335,-0.5249050094729149,0.0625503246807403,-0.4384519028208025,491.0,,,,,,47.0,39568.0,10,695231.0652951592,367468.31061,1450000,-1.6232476547596375,1,0,台北市,八德路三段,None,住家用,其他,北部,capital,公寓
TR-41,0.1673321711398935,5,15,25.83333333333333,0.2780078569494243,0.7007606300850419,1.0,280453,2771124,0.7724345163815489,-1.6420771089734696,-0.4384519028208025,166.0,,,,,1.0,13.0,8395.0,6,197244.9557116642,80886.06972,780000,-0.6633086219390034,0,1,桃園市,南祥路,None,住家用,其他,北部,municipality,住宅大樓
TR-42,-0.5059440346700912,8,15,9.333333333333334,0.0694504802143789,-0.2060388290213521,1.0,287773,2774928,-0.2654936825630711,-0.0057030260161249,0.6782287810617295,529.0,,,,,,3.0,10906.0,7,278380.32770540606,102743.9532,1050000,-0.1422913748230981,0,1,新北市,信義路,None,集合住宅,其他,北部,municipality,住宅大樓
TR-43,-0.4383616583319148,6,12,2.1666666666666665,-0.6590639927884783,0.29756700346363,1.0,220153,2675479,-0.8986044237018174,-1.0226779513994173,0.1401723138754998,106.0,,,,,,1.0,19802.0,6,198818.08046116488,54386.85708,248234,-1.3841749407242656,0,1,台中市,敦富一街,None,集合住宅,其他,中部,others,住宅大樓
TR-44,0.1407991186941801,9,13,4.916666666666667,-0.3396207380648277,-0.8193256863726953,0.0,239770,2732820,-0.598739640141911,-0.5278411588471442,-0.4384519028208025,,,,,,,,10052.0,3,138424.9822375262,46370.31633,600000,-1.686787583284667,0,1,苗栗縣,八德二路,None,集合住宅,其他,中部,others,住宅大樓
TR-45,0.3252567070282854,7,8,28.916666666666668,0.0269346513482815,0.445868107508287,1.0,293944,2775729,0.4445634936023679,0.5454427808610621,-0.2313428658483255,367.0,1.0,0.0,0.0,1.2,,5.0,11264.0,7,265587.85898768395,147510.96138,1900000,1.0182455397176307,0,1,新北市,五福路,None,住家用,其他,北部,municipality,華廈
TR-46,-0.7814407558523522,9,14,18.08333333333333,-0.0753331532215196,0.5555491323746484,1.0,221760,2683277,-0.1984484432199601,-0.0347107000622927,-0.4384519028208025,226.0,,,,,,20.0,13379.0,6,190635.81325337908,27342.18909,780000,0.44550527909083615,0,1,台中市,三民路,None,住家用,其他,中部,others,住宅大樓
TR-47,0.2564966861522104,18,24,4.75,1.0461654676787775,1.255344967085375,2.0,216037,2668146,0.7727174076867939,0.3782220716537421,-0.4384519028208025,138.0,,,,,,6.0,20870.0,6,186879.59205251132,43057.91475,300000,2.6797325064178943,0,1,台中市,忠明南路,None,集合住宅,其他,中部,others,住宅大樓
TR-48,-0.4344682212882501,4,5,41.5,-0.8480870697742351,-0.8193256863726953,0.0,296202,2771588,-0.4892607050120205,0.0301299830997294,-0.4384519028208025,291.0,,,,,1.0,29.0,24459.0,8,372336.1201893309,113735.70495,500000,-1.637282773047201,0,0,新北市,福壽街,None,住家用,其他,北部,municipality,公寓
TR-49,0.1562526990588483,6,14,6.833333333333333,0.3199491475876014,0.6575061414053504,1.0,251503,2747345,-0.0833116819851656,0.280961046910709,0.7422831223934235,96.0,0.0,0.0,2.0,2.2,2.0,21.0,18503.0,8,224281.80361785868,88115.83245,800000,1.2584163359036609,0,1,新竹縣,三民路,None,住家用,其他,北部,others,住宅大樓
TR-50,1.463630404622194,4,5,30.416666666666668,1.1432624281972976,-0.8193256863726953,0.0,307636,2766088,1.1942254525021343,0.907185539554448,0.1423074585865564,460.0,,,,,,,16151.0,9,503769.88488196855,143626.65813,1200000,1.2311222813790503,0,0,台北市,萬安街,None,住家用,其他,北部,capital,公寓
TR-51,-0.5472817613065292,8,8,26.416666666666668,-0.4510811542813532,-0.8193256863726953,0.0,273910,2758845,-0.1642185952852913,-0.0312980325274495,-0.4384519028208025,84.0,0.0,0.0,1.0,1.1,3.0,,16477.0,6,199884.98922961007,0.0,66000,-1.301704873181498,1,1,桃園市,龍吉二街,None,住家用,其他,北部,municipality,華廈
TR-52,0.4196124714321548,2,28,9.666666666666666,2.073439819200157,2.183771670531615,2.0,295958,2772467,1.9535057157802371,-1.6420771089734696,2.1877760917786517,250.0,1.0,0.0,1.0,2.3,3.0,13.0,29650.0,8,372336.1201893309,113735.70495,500000,2.6151343807583016,0,1,新北市,中央路,None,店鋪,鋼骨造,北部,municipality,住宅大樓
TR-53,-0.5939789722685055,4,7,29.08333333333333,-0.0351154772671035,-0.8193256863726953,1.0,210950,2675067,-0.1710079866111763,0.8457575239272692,-0.2847214836247367,305.0,,,,,,11.0,11674.0,7,231131.64463604832,27609.95808,600000,-0.008683639712529612,0,1,台中市,福中五街,None,住家用,其他,中部,others,華廈
TR-54,-0.0487055176594907,2,5,41.75,-0.6159736256944605,-0.8193256863726953,0.0,299677,2775033,0.1656326666306058,-1.6420771089734696,-0.4384519028208025,249.0,,,,,4.0,10.0,28585.0,8,393729.7417472918,207375.51249,1160000,-3.0773764210406256,0,0,新北市,五華街,住,住家用,其他,北部,municipality,公寓
TR-55,-0.8627943632153419,8,16,26.25,-0.5757559497400438,-0.8193256863726953,0.0,302120,2762408,-0.629291901108392,-0.3213747729891267,0.2981730224936782,353.0,,,,,6.0,1.0,17246.0,8,357255.05976273585,38816.58618,110841,-1.716456409101866,0,1,新北市,安民街,None,住家用,其他,北部,municipality,住宅大樓
TR-56,-0.3360267513447325,2,12,5.916666666666667,0.0872611652799064,0.3624487364831675,1.0,298201,2768820,-0.189678812757359,-0.1848680715953964,0.1786049186745163,167.0,0.0,0.0,1.0,1.1,3.0,24.0,22613.0,8,440518.4146919181,95104.27251,1080000,0.2648418301676775,0,1,新北市,大同街,None,集合住宅,其他,北部,municipality,住宅大樓
TR-57,-0.3000485090338329,5,15,27.25,-0.391903716805569,-0.3558847362331412,1.0,172745,2546549,-0.348097943694668,-0.0927260481546281,-0.4384519028208025,57.0,,,,,,2.0,17613.0,4,151420.11440672807,0.0,173400,-0.8405145011933384,0,1,台南市,永二街,None,住家用,其他,南部,others,住宅大樓
TR-58,-0.9891868657624509,11,29,3.9166666666666665,1.3018349791032822,-0.3342574918932954,1.0,179689,2503537,0.8550387775131459,1.0471049084830215,-0.4384519028208025,272.0,,,,,6.0,19.0,28136.0,5,169821.48521682073,6942.159,148700,2.014682395693008,0,1,高雄市,中正二路,None,集合住宅,其他,南部,municipality,住宅大樓
TR-59,-0.075022268047223,16,21,0.0833333333333333,0.0849630123682255,0.903129844979314,1.0,300193,2774539,-0.1562976387384258,-0.7155378732635237,0.5479849536872851,160.0,,,,,2.0,12.0,29758.0,8,393729.7417472918,207375.51249,1160000,0.2725549840840158,0,1,新北市,元富二街,None,集合住宅,其他,北部,municipality,住宅大樓
TR-60,0.4009864608837601,6,7,38.91666666666666,0.396937270128913,-0.8193256863726953,0.0,304979,2769150,1.019115734555359,1.2057939488532337,-0.4384519028208025,551.0,,,,,,75.0,41712.0,10,873438.8425184999,299960.77302,4000000,0.7834055326094513,0,1,台北市,復興南路二段,None,住家用,其他,北部,capital,華廈
TR-61,0.0365174931851658,4,4,49.91666666666666,-0.996892470805576,-0.8193256863726953,0.0,305040,2763950,-0.8742757714507307,0.8901222018802316,-0.4384519028208025,465.0,,,,,2.0,30.0,8003.0,8,357255.05976273585,38816.58618,110841,-0.9260959552980398,1,0,新北市,文化路,None,住家用,鋼筋混凝土加強磚造,北部,municipality,公寓
TR-62,-0.6307983892493327,22,22,0.5,-0.0063885658710917,0.6961262205836465,1.0,165790,2543390,-0.3319731392956921,-0.394747124988257,0.4177411263128406,96.0,,,,,,5.0,13054.0,5,165467.16685427027,44733.95028,500000,0.2949905297242978,1,1,台南市,永華路二段,None,集合住宅,其他,南部,others,住宅大樓
TR-63,-1.2203656986205305,7,28,1.3333333333333333,-0.3953509461730906,-0.8193256863726953,0.0,215546,2674066,-0.7150079665976861,-0.3401444444307647,-0.3018026413131887,238.0,,,,,,5.0,25127.0,7,231131.64463604832,27609.95808,600000,-1.5548210769765505,0,1,台中市,文心路三段,None,集合住宅,其他,中部,others,住宅大樓
TR-64,-0.9143463537008998,17,24,24.58333333333333,0.4360058696274889,-0.8193256863726953,0.0,299053,2772146,0.7283034727632985,1.1938496124812823,0.1978212210740245,154.0,0.0,0.0,1.0,1.1,1.0,18.0,19704.0,8,393729.7417472918,207375.51249,1160000,0.8105297957360759,0,1,新北市,捷運路,None,住家用,鋼骨造,北部,municipality,住宅大樓
TR-65,0.7585818298509467,9,14,13.25,0.5422954417927323,0.5169290531963522,1.0,326184,2776112,0.5636607331105948,0.1717556857957248,-0.4384519028208025,,,,,,,1.0,2058.0,3,140885.72169876855,13127.29209,170000,1.230980180784809,0,1,基隆市,碇內街,None,住家用,其他,北部,others,住宅大樓
TR-66,-0.415217338127909,5,12,28.25,-0.2499927745092708,-0.8193256863726953,1.0,219607,2676037,-0.5325430747145354,-0.2275264157809372,-0.0007472370542267,74.0,,,,,,2.0,20337.0,6,180139.5664670956,53176.93794,400000,-1.2968448766629033,0,1,台中市,榮興街,None,集合住宅,其他,中部,others,住宅大樓
TR-67,-0.779445970206524,8,16,32.666666666666664,-0.132212437785623,-0.8193256863726953,0.0,171641,2545004,-0.0159835513368093,-1.6420771089734696,-0.4384519028208025,66.0,,,,,,12.0,17267.0,4,151420.11440672807,0.0,173400,-2.593615233131788,0,1,台南市,中華路,None,其他,其他,南部,others,住宅大樓
TR-68,-0.3396798527684178,14,15,3.8333333333333335,0.3779775086075454,0.631244487564109,1.0,221030,2672767,0.1384751013270672,0.0045349765884048,0.1764697739634595,95.0,,,,,,3.0,17190.0,6,185657.3816369485,24433.09389,67527,1.0137569727600593,0,1,台中市,立文街,None,集合住宅,其他,中部,others,住宅大樓
TR-69,1.071234437882006,6,9,15.25,-0.1144017527200955,-0.8193256863726953,0.0,286189,2774245,-0.1537516169912194,-0.4612941419177006,0.1465777480086693,231.0,,,,,1.0,6.0,6915.0,7,278380.32770540606,102743.9532,1050000,-1.3950215810104913,0,1,新北市,南勢,None,住家用,其他,北部,municipality,華廈
TR-70,1.741314179946266,3,12,9.0,2.038967525524943,1.9427823764590464,2.0,271434,2766763,1.7328504976889858,1.0436922409481786,0.7145262411496893,86.0,,,,,4.0,1.0,2058.0,6,202339.02803026635,20634.74118,700000,5.025442142932168,0,1,桃園市,致祥一街,None,住家用,其他,北部,municipality,住宅大樓
TR-71,0.0203429059605595,3,4,50.25,-0.8319999993924686,-0.8193256863726953,0.0,308422,2770252,-0.328861334937995,-0.7820848901929673,-0.4384519028208025,441.0,,,,,,37.0,21649.0,10,707256.5120129498,113395.20858,130330,-2.4334105759581313,0,0,台北市,松山路,None,住家用,其他,北部,capital,公寓
TR-72,0.3656811583088022,4,4,28.75,-0.8716431371189649,-0.8193256863726953,0.0,215050,2669488,-0.4403205092046017,-0.8435129058201462,-0.4384519028208025,111.0,,,,,,1.0,26377.0,6,186879.59205251132,43057.91475,300000,-2.5344817293118065,1,0,台中市,崇倫北街,None,住家用,其他,中部,others,公寓
TR-73,-1.334356883176708,7,22,5.5,-0.9940197796659748,-0.8193256863726953,0.0,300657,2770667,-1.22166629429183,-1.2615646788384458,0.035550223033733,484.0,,,,,,21.0,26184.0,9,529551.189519,152720.88642,510000,-3.0749101448771157,0,1,台北市,成都路,None,住家用,鋼骨造,北部,capital,住宅大樓
TR-74,-0.4489123920490055,8,15,1.8333333333333333,-0.5625415704978787,0.4582265328453418,1.0,219937,2677471,-0.7517838362795612,-0.9339485954934924,-0.4384519028208025,53.0,,,,,,4.0,15068.0,6,180139.5664670956,53176.93794,400000,-1.0382636331460293,0,1,台中市,中山路二段,None,集合住宅,其他,中部,others,住宅大樓
TR-75,-0.4284598307887677,8,14,17.833333333333332,0.0481925657813305,-0.0623721344780902,1.0,176810,2506059,-0.2527635738270376,0.5181414405823159,-0.0818827360743726,174.0,,,,,2.0,7.0,16402.0,6,212640.02777364056,74991.84615,750000,0.5039618718855562,0,1,高雄市,美術東二路,None,住家用,其他,南部,municipality,住宅大樓
TR-76,-0.2961550719901684,4,12,28.916666666666668,0.2389392574508483,-0.8193256863726953,0.0,295358,2764506,0.22956610161602,1.2433332917365094,-0.4384519028208025,270.0,0.0,0.0,2.0,2.2,2.0,14.0,28520.0,8,357698.07923593547,134122.51188,1600000,0.6629468628146624,0,1,新北市,裕民路,None,住家用,其他,北部,municipality,住宅大樓
TR-77,0.4401130998163884,12,14,7.416666666666667,-0.0408608595463059,0.7254774807591514,1.0,250768,2746044,-0.4128800525958179,-0.2343517508506236,1.3358533520671207,35.0,,,,,1.0,12.0,18503.0,8,224281.80361785868,88115.83245,800000,0.4502648703622219,0,1,新竹縣,科大二街,None,住家用,其他,北部,others,住宅大樓
TR-78,1.1839037765282974,9,12,26.416666666666668,1.9194635741175337,0.9942732318400926,2.0,306086,2765391,2.025642998617762,0.7757978394629823,8.482182699973112,493.0,,,,,,5.0,20402.0,9,503769.88488196855,143626.65813,1200000,3.6895346454206086,0,1,台北市,興隆路三段,None,商業用,其他,北部,capital,住宅大樓
TR-79,1.1621293693581736,2,4,49.333333333333336,-0.9400131862414728,-0.8193256863726953,0.0,305403,2775142,-0.3622425089569278,-1.6420771089734696,-0.4384519028208025,524.0,,,,,,18.0,14953.0,10,651865.7116553828,136112.59746,160000,-3.401415981587638,0,0,台北市,北安路,住,住家用,其他,北部,capital,公寓
